date,slot,load_pred_kw,pv_pred_kw,load_pred_kwh,pv_pred_kwh
2025-11-12,1,3377.1805437273847,0.0,562.8634239545642,0.0
2025-11-12,2,3402.7136266947314,0.0,567.1189377824552,0.0
2025-11-12,3,3507.3583214462883,0.0,584.559720241048,0.0
2025-11-12,4,3560.27698945608,0.0,593.37949824268,0.0
2025-11-12,5,3472.017177622563,0.0,578.6695296037605,0.0
2025-11-12,6,3350.16232668785,0.0,558.3603877813083,0.0
2025-11-12,7,3412.54982056962,0.0,568.75830342827,0.0
2025-11-12,8,3576.3651846000075,0.0,596.0608641000013,0.0
2025-11-12,9,3667.4418272142602,0.0,611.24030453571,0.0
2025-11-12,10,3566.5329827433516,0.0,594.4221637905586,0.0
2025-11-12,11,3428.311483151895,0.0,571.3852471919826,0.0
2025-11-12,12,3422.1438656295345,0.0,570.3573109382558,0.0
2025-11-12,13,3579.348417861339,0.0,596.5580696435565,0.0
2025-11-12,14,3611.866010881762,0.0,601.9776684802937,0.0
2025-11-12,15,3540.233443639266,0.0,590.0389072732111,0.0
2025-11-12,16,3639.0920376051185,0.0,606.515339600853,0.0
2025-11-12,17,3663.8547594289885,0.0,610.6424599048314,0.0
2025-11-12,18,3594.07877458823,0.0,599.0131290980383,0.0
2025-11-12,19,3652.1533402615605,0.0,608.6922233769268,0.0
2025-11-12,20,3614.2776743679715,0.0,602.3796123946619,0.0
2025-11-12,21,3489.9967512034464,0.0,581.6661252005744,0.0
2025-11-12,22,3543.362955609359,0.0,590.5604926015598,0.0
2025-11-12,23,3663.6039132866563,0.0,610.6006522144427,0.0
2025-11-12,24,3698.4992386758627,0.0,616.4165397793105,0.0
2025-11-12,25,3610.060709655562,0.0,601.6767849425936,0.0
2025-11-12,26,3582.8167426435775,0.0,597.1361237739296,0.0
2025-11-12,27,3627.69057508999,0.0,604.6150958483316,0.0
2025-11-12,28,3608.2831869287875,0.0,601.380531154798,0.0
2025-11-12,29,3699.7541463422585,0.0,616.6256910570431,0.0
2025-11-12,30,3847.742351125511,0.0,641.2903918542519,0.0
2025-11-12,31,3804.2256405407525,0.0,634.0376067567921,0.0
2025-11-12,32,3772.268478732986,0.0,628.7114131221643,0.0
2025-11-12,33,3753.5036411497126,0.0,625.5839401916188,0.0
2025-11-12,34,3628.880630516422,0.0,604.8134384194037,0.0
2025-11-12,35,4023.317023483336,0.0,670.5528372472227,0.0
2025-11-12,36,4756.299744339849,0.0,792.7166240566415,0.0
2025-11-12,37,4940.0270832525985,0.0,823.3378472087664,0.0
2025-11-12,38,4830.3592586899385,0.0,805.059876448323,0.0
